SampleID,NbrMethylatedCpG_global_BSBolt,Total_reads,Mapped_read,Total_reads_minusSexAndUnknownChr,Mapped_reads_minusSexAndUnknownChr,Mapped_read_sexchr,Mapped_reads_unknownchr,mappabilityTotal,mappabilityNoSexUn,mappabilitySexChr,mappabilityUnChr,percent_duplicates_rawReads,percent_GC_rawReads,M.Seqs_rawReads,percent_duplicates_trimmedReads,percent_gc_trimmedReads,avg_sequence_length_trimmedReads,percent_fails_trimmedReads,total_sequences_trimmedReads,FamilyOfFather,clutch.ID,fatherID,matchV48,HK.W,No.Worms,Wnettofin,Slfin,ID,Family,Generat,Tr,Sex,MReads,Mapping,trtG1G2,outcome,Tlfin,Cfresfin,BC,BCgen,SPL.W,L.W,GON.W,BK.W,integration.RLU.,peak.RLU.sec.,Tpeak.min.,G.L_ratio,trtG1G2_NUM,PAT,brotherPairID
S131,18583322,8493973,7531436,7555661,6593124,249939,688373,88.6680002396994,87.2607174938103,2.94254526121051,8.10425227393588,71.7%,31%,8.5,71.3760900924036,30,95.8680261875097,18.1818181818182,8493973,Fam17,E_46,S144,V48_002,3.4,6,274,30,S131,Fam17,O,TT,M,8.5,69.7,E_exposed,infected,34,45.836,-2.08402,-1.6883,0.1,7.6,0.1,0.3,NA,NA,NA,0.88,3,Exposed father group,BP46
S132,25914753,10927442,9502143,9583495,8158196,411208,932739,86.9567003878858,85.1275656741095,3.76307648212637,8.53574880562166,73.3%,31%,11,72.8587706105017,31,95.9068539553905,18.1818181818182,10927442,Fam17,E_46,S144,V48_099,1,2,335,31,S132,Fam17,O,TT,F,11,69.5,E_exposed,infected,36,60.483,-2.06699,-1.756,0.1,10.1,6.8,1.6,692365.8,100,95.11,0.33,3,Exposed father group,BP46
S133,22014108,10367873,9121339,9211658,7965124,296605,859610,87.9769553504369,86.4678649598151,2.86080857664827,8.29109307183836,73.5%,30%,10.4,73.2273809499199,30,96.3947612012609,18.1818181818182,10367873,Fam17,E_46,S144,V48_178,1,3,327,31,S133,Fam17,O,TT,M,10.4,69.3,E_exposed,infected,36,52.483,-1.93808,-1.61597,0.1,6.8,0.2,0.8,395237.2,53,100.11,0.51,3,Exposed father group,BP46
S134,20623070,9548964,8483235,8505004,7439275,274951,769009,88.839323302507,87.469388609341,2.87938042283959,8.05332389984924,71.3%,30%,9.6,71.0513989578169,30,96.3671786803259,18.1818181818182,9548964,Fam17,E_46,S144,V48_202,1,1,472,35,S134,Fam17,O,TT,M,9.6,71.2,E_exposed,infected,40,12.071,-0.27467,-0.15394,0.3,13,2.8,2.2,381340.9,55,25.11,0.26,3,Exposed father group,BP46
S135,22103551,10469965,9351237,9361464,8242736,310662,797839,89.3148830965529,88.0496469355648,2.96717324269947,7.62026425112214,76.2%,30%,10.5,75.998830269792,30,96.0671969772583,18.1818181818182,10469965,Fam17,NE_46,S143,V48_047,3.6,0,331,31,S135,Fam17,O,CC,M,10.5,71.2,NE_control,control,36,56.483,-2.00254,-1.68599,0.3,10.4,0.1,0.9,299015.7,45,85.11,0.77,5,Control father group,BP46
S136,26966126,12807409,11461918,11478382,10132891,372438,956589,89.4944324804494,88.278043020349,2.90798864938256,7.46902827886577,79.2%,29%,12.8,79.0992895365252,29,96.9404985817194,18.1818181818182,12807409,Fam17,NE_46,S143,V48_189,2,0,391,33,S136,Fam17,O,CC,M,12.8,72,NE_control,control,38,23.777,-0.9694,-0.73618,0.5,12.6,0.6,0.3,937141,135,20.11,0.72,5,Control father group,BP46
S137,22271361,9657900,8634963,8506467,7483530,380810,770623,89.4082875159196,87.9745962689328,3.94298967684486,7.97919837645865,71.9%,31%,9.7,71.4576066316959,30,95.1061332173661,18.1818181818182,9657900,Fam17,NE_46,S143,V48_328,2.1,0,285,30,S137,Fam17,O,CC,F,9.7,71.7,NE_control,control,34,56.836,-2.26128,-1.88084,0.4,8.8,5.2,0.7,1867475.7,252,70.11,0.55,5,Control father group,BP46
S138,22066735,9599877,8518205,8453159,7371487,372559,774159,88.7324389677076,87.2039316899162,3.88087264034737,8.06425957332578,71.6%,32%,9.9,70.4340242370717,31,95.1083862845326,18.1818181818182,9599877,Fam17,NE_46,S143,V48_378,1.6,0,444,34,S138,Fam17,O,CC,F,9.7,70.4,NE_control,control,39,30.424,-0.82346,-0.66385,0.4,15.7,5.9,2,2141092.9,351,70.11,0.96,5,Control father group,BP46
S139,24094609,10641209,9390201,9494805,8243797,309534,836870,88.2437418530169,86.8242897036853,2.90882361205386,7.8644259313016,71.3%,31%,10.7,70.8703309194955,30,95.1403347119674,18.1818181818182,10641209,Fam17,NE_46,S143,V48_010,3.9,3,430,35,S139,Fam17,O,CT,M,10.7,70.6,NE_exposed,infected,39,-29.929,0.40214,0.5812,0.1,12.5,0.1,1.1,1156073.3,209,70.11,1.06,6,Control father group,BP46
S140,19971691,8883710,7920614,7853127,6890031,352179,678404,89.1588536771236,87.7361463783789,3.96432346395819,7.63649421244052,69.6%,31%,9,69.1052968859919,30,94.7749233146962,18.1818181818182,8883710,Fam17,NE_46,S143,V48_067,2.1,2,423,35,S140,Fam17,O,CT,F,8.9,71.6,NE_exposed,infected,40,-36.929,0.51494,0.70372,0.3,13.9,8.6,0.5,337334.9,45,110.11,1.38,6,Control father group,BP46
S141,42459227,19186152,16531952,17001223,14347023,536517,1648412,86.1660639402836,84.3881819560863,2.79637626137852,8.59167591291886,75.7%,32%,19.6,74.6580923440331,31,93.4252573418578,18.1818181818182,19186152,Fam17,NE_46,S143,V48_187,1.1,5,428,35,S141,Fam17,O,CT,M,19.3,68.3,NE_exposed,infected,40,-31.929,0.43437,0.6162,0.4,9.9,0.5,2.2,335313.9,38,75.11,2.05,6,Control father group,BP46
S143,23779315,10781637,9306752,9520645,8045760,303389,957603,86.3203982846019,84.5085600818012,2.81394189027139,8.88179596475007,70.3%,32%,10.8,69.6742839454687,31,93.7862241142045,18.1818181818182,10781637,Fam17,NE_46,NA,109,5.9,0,1094,46,S143,Fam17,P,C,M,10.8,67.9,Control,control,52,11.615,0.70219,1.46529,1.5,50.2,8.3,515,3553671,798.5,15.1,0.9408,1,Control father group,BP46
S144,28301850,12310406,10485035,10926845,9101474,334255,1049306,85.1721299849899,83.2946198102014,2.7152232022242,8.5237318736685,73.9%,31%,12.4,73.5109274715553,31,95.8579892490954,18.1818181818182,12310406,Fam17,E_46,NA,110,4.1,1,1228,45,S144,Fam17,P,T,M,12.4,67.6,Exposed,infected,51.5,13.741,-2.45714,-1.14835,1.6,43.5,13.1,477,2572607,367,15.1,1.2838,4,Exposed father group,BP46
